,INSKUDD,UTLAN,PURRING_ANTALL_12MND,ALDER,KJONN,HAR_MOBIL,LONNSOMHET_PER_MND_TYPE
3439,429.0,0.0,0,38,0,1,Good
3440,202.0,1504.0,0,37,1,1,Good
3441,196.0,1504.0,0,37,1,1,Good
3442,87.0,2524.0,0,36,0,1,Good
3443,95.0,2514.0,0,36,0,1,Good
3444,0.0,0.0,0,32,1,1,Bad
3445,0.0,0.0,0,32,1,1,Bad
3446,0.0,0.0,0,30,1,1,Good
3447,0.0,0.0,0,30,1,1,Good
3448,18.0,2408.0,2,30,1,1,Good
3449,28.0,2408.0,2,30,1,1,Good
3450,0.0,0.0,0,27,1,1,Good
3451,0.0,0.0,0,24,1,0,Bad
3452,0.0,0.0,0,24,1,0,Bad
3453,24.0,0.0,0,21,0,0,Good
3454,24.0,0.0,0,51,1,1,Good
3455,50.0,0.0,0,20,1,1,Good
3456,44.0,0.0,0,20,1,1,Good
3457,127.0,0.0,0,18,0,1,Good
3458,120.0,0.0,0,18,0,1,Good
3459,4.0,0.0,0,18,1,1,Good
3460,9.0,0.0,0,18,1,1,Good
3461,0.0,0.0,0,18,0,1,Good
3462,1.0,0.0,0,18,0,1,Good
3463,76.0,0.0,0,18,1,0,Good
3464,25.0,0.0,0,18,1,1,Bad
3465,0.0,0.0,0,14,1,1,Bad
3466,0.0,0.0,0,14,1,1,Bad
3467,8.0,0.0,0,10,0,0,Good
3468,8.0,0.0,0,10,0,0,Good
3469,32.0,0.0,0,7,1,0,Good
3470,32.0,0.0,0,7,1,0,Good
3471,52.0,0.0,0,5,1,0,Good
3472,53.0,0.0,0,5,1,0,Good
3473,1.0,0.0,0,4,0,0,Good
3474,1.0,0.0,0,4,0,0,Good
3475,24.0,0.0,0,2,0,0,Good
3476,25.0,0.0,0,2,0,0,Good
3477,1934.0,0.0,0,84,1,0,Good
3478,1439.0,0.0,0,84,1,0,Good
3479,22.0,0.0,0,65,1,0,Good
3480,22.0,0.0,0,65,1,0,Good
3481,2.0,139.0,0,63,0,1,Good
3482,2.0,132.0,0,63,0,1,Good
3483,30.0,0.0,0,62,0,1,Good
3484,26.0,0.0,0,62,0,1,Good
3485,31.0,1426.0,0,61,1,1,Good
3486,20.0,1408.0,0,61,1,1,Good
3487,190.53660414718664,422.60150706781803,0,60,1,1,Good
3488,190.53660414718664,422.60150706781803,0,60,1,1,Good
3489,460.0,578.0,0,60,0,1,Good
3490,455.0,577.0,0,60,0,1,Good
3491,190.53660414718664,422.60150706781803,0,58,1,1,Good
3492,0.0,0.0,0,55,0,1,Good
3493,0.0,0.0,0,55,0,1,Good
3494,603.0,5277.0,0,54,1,1,Good
3495,205.0,5266.0,0,54,1,1,Good
3496,21.0,18.0,0,53,0,1,Good
3497,20.0,15.0,0,53,0,1,Good
3498,190.53660414718664,422.60150706781803,0,53,0,0,Good
3499,190.53660414718664,422.60150706781803,0,53,0,0,Good
3500,23.0,0.0,1,53,1,1,Good
3501,14.0,0.0,1,53,1,1,Good
3502,94.0,0.0,0,52,1,1,Good
3503,145.0,0.0,0,52,1,1,Good
3504,190.53660414718664,422.60150706781803,0,51,0,1,Good
3505,190.53660414718664,422.60150706781803,0,51,0,1,Good
3506,0.0,0.0,0,50,0,1,Bad
3507,0.0,0.0,0,50,0,1,Bad
3508,28.0,0.0,0,49,0,1,Good
3509,17.0,0.0,0,49,0,1,Good
3510,222.0,1979.0,0,47,1,1,Good
3511,165.0,1975.0,0,47,1,1,Good
3512,0.0,0.0,1,47,1,1,Good
3513,1.0,0.0,1,47,1,1,Good
3514,190.53660414718664,422.60150706781803,0,47,1,1,Good
3515,190.53660414718664,422.60150706781803,0,47,1,1,Good
3516,5.0,103.0,16,46,0,1,Good
3517,1.0,100.0,14,46,0,1,Good
3518,435.0,21.0,0,44,1,1,Good
3519,437.0,18.0,0,44,1,1,Good
3520,0.0,0.0,0,42,0,1,Good
3521,0.0,0.0,0,42,0,1,Good
3522,497.0,2529.0,0,40,1,1,Good
3523,304.0,2514.0,0,40,1,1,Good
3524,0.0,0.0,0,40,0,0,Bad
3525,0.0,0.0,0,40,0,0,Bad
3526,16.0,2556.0,0,38,0,1,Good
3527,18.0,2552.0,0,38,0,1,Good
3528,0.0,131.0,0,38,0,1,Good
3529,0.0,130.0,0,38,0,1,Good
3530,313.0,0.0,0,37,0,1,Good
3531,307.0,0.0,0,37,0,1,Good
3532,0.0,0.0,0,37,0,1,Good
3533,0.0,0.0,0,37,0,1,Good
3534,0.0,0.0,0,37,0,1,Good
3535,0.0,0.0,0,37,0,1,Good
3536,106.0,1087.0,0,36,0,1,Good
3537,99.0,1084.0,0,36,0,1,Good
3538,238.0,1797.0,0,35,1,1,Good
3539,345.0,1793.0,0,35,1,1,Good
3540,522.0,1120.0,0,33,1,1,Good
3541,483.0,1113.0,0,33,1,1,Good
3542,458.0,2446.0,0,32,1,1,Good
3543,445.0,2438.0,0,32,1,1,Good
3544,0.0,0.0,0,31,0,1,Good
3545,0.0,0.0,0,31,0,1,Good
3546,0.0,0.0,0,29,1,1,Good
3547,0.0,0.0,0,29,1,1,Good
3548,163.0,4290.0,0,28,0,1,Good
3549,138.0,4282.0,0,28,0,1,Good
3550,0.0,0.0,0,28,0,1,Good
3551,0.0,0.0,0,28,0,1,Good
3552,0.0,0.0,0,26,0,1,Good
3553,0.0,0.0,0,26,0,1,Good
3554,0.0,0.0,0,26,1,1,Bad
3555,0.0,0.0,0,26,1,1,Bad
3556,1.0,0.0,2,25,0,1,Good
3557,1.0,0.0,2,25,0,1,Good
3558,55.0,0.0,0,23,1,1,Bad
3559,65.0,0.0,0,23,1,1,Bad
3560,149.0,0.0,0,21,1,1,Good
3561,127.0,0.0,0,21,1,1,Good
3562,0.0,0.0,0,18,0,1,Bad
3563,0.0,0.0,0,18,0,1,Bad
3564,69.0,0.0,0,16,1,1,Good
3565,69.0,0.0,0,16,1,1,Good
3566,44.0,0.0,0,14,0,1,Good
3567,45.0,0.0,0,14,0,1,Good
3568,11.0,0.0,0,9,1,0,Good
3569,11.0,0.0,0,9,1,0,Good
3570,60.0,0.0,0,9,1,0,Good
3571,60.0,0.0,0,9,1,0,Good
3572,60.0,0.0,0,9,1,0,Good
3573,60.0,0.0,0,9,1,0,Good
3574,133.0,0.0,0,6,0,0,Good
3575,134.0,0.0,0,6,0,0,Good
3576,21.0,0.0,0,2,0,1,Good
3577,21.0,0.0,0,2,0,1,Good
3578,85.0,0.0,0,88,0,0,Good
3579,75.0,0.0,0,88,0,0,Good
3580,717.0,0.0,0,80,1,0,Good
3581,713.0,0.0,0,80,1,0,Good
3582,595.0,864.0,0,79,1,1,Good
3583,604.0,864.0,0,79,1,1,Good
3584,69.0,62.0,0,77,1,1,Good
3585,59.0,60.0,0,77,1,1,Good
3586,11.0,0.0,0,74,0,1,Good
3587,10.0,0.0,0,74,0,1,Good
3588,5.0,215.0,0,72,1,1,Good
3589,7.0,213.0,0,72,1,1,Good
3590,2166.0,0.0,0,65,1,1,Good
3591,2153.0,0.0,0,65,1,1,Good
3592,196.0,0.0,0,62,0,1,Good
3593,196.0,0.0,0,62,0,1,Good
3594,808.0,0.0,0,62,1,1,Good
3595,793.0,0.0,0,62,1,1,Good
3596,111.0,1956.0,0,61,1,1,Good
3597,105.0,1950.0,0,61,1,1,Good
3598,101.0,0.0,0,60,0,1,Good
3599,205.0,0.0,0,60,0,1,Good
3600,190.53660414718664,422.60150706781803,0,58,0,0,Good
3601,190.53660414718664,422.60150706781803,0,58,0,0,Good
3602,52.0,930.0,0,57,0,1,Good
3603,51.0,929.0,0,57,0,1,Good
3604,190.53660414718664,422.60150706781803,0,56,0,1,Good
3605,190.53660414718664,422.60150706781803,0,56,0,1,Good
3606,190.53660414718664,422.60150706781803,0,54,1,0,Good
3607,190.53660414718664,422.60150706781803,0,54,1,0,Good
3608,3.0,486.0,0,54,1,1,Good
3609,0.0,485.0,0,54,1,1,Good
3610,98.0,0.0,0,53,0,0,Good
3611,99.0,0.0,0,53,0,0,Good
3612,52.0,6371.0,1,51,1,1,Good
3613,52.0,6356.0,1,51,1,1,Good
3614,10.0,0.0,0,50,0,1,Good
3615,17.0,0.0,0,50,0,1,Good
3616,356.0,0.0,0,50,0,1,Good
3617,354.0,0.0,0,50,0,1,Good
3618,18.0,1453.0,1,49,0,1,Good
3619,4.0,1454.0,4,49,0,1,Good
3620,190.53660414718664,422.60150706781803,0,49,0,1,Good
3621,190.53660414718664,422.60150706781803,0,49,0,1,Good
3622,164.0,0.0,0,46,0,1,Good
3623,133.0,0.0,0,46,0,1,Good
3624,62.0,2423.0,0,46,1,1,Good
3625,60.0,2416.0,0,46,1,1,Good
3626,685.0,813.0,0,46,1,1,Good
3627,584.0,807.0,0,46,1,1,Good
3628,196.0,0.0,0,45,0,1,Good
3629,193.0,0.0,0,45,0,1,Good
3630,553.0,0.0,0,43,0,1,Good
3631,680.0,0.0,0,43,0,1,Good
3632,0.0,0.0,0,43,1,1,Good
3633,3.0,0.0,0,43,1,1,Good
3634,14.0,2386.0,0,41,1,1,Good
3635,51.0,2382.0,0,41,1,1,Good
3636,1.0,0.0,0,38,1,1,Good
3637,1.0,0.0,0,38,1,1,Good
3638,0.0,0.0,0,37,0,1,Good
3639,0.0,0.0,0,37,0,1,Good
3640,16.0,0.0,0,35,0,1,Good
3641,16.0,0.0,0,35,0,1,Good
3642,108.0,703.0,0,34,0,1,Good
3643,111.0,701.0,0,34,0,1,Good
3644,118.0,1534.0,0,32,1,1,Good
3645,98.0,1529.0,0,32,1,1,Good
3646,9.0,0.0,0,32,1,1,Good
3647,0.0,0.0,0,32,1,1,Good
3648,114.0,0.0,0,28,1,1,Good
3649,110.0,0.0,0,28,1,1,Good
3650,11.0,0.0,0,28,0,1,Good
3651,10.0,0.0,0,28,0,1,Good
3652,0.0,70.0,0,27,1,1,Good
3653,0.0,69.0,0,27,1,1,Good
3654,22.0,0.0,0,26,0,1,Good
3655,16.0,0.0,0,26,0,1,Good
3656,26.0,2325.0,0,26,0,1,Good
3657,24.0,2320.0,0,26,0,1,Good
3658,0.0,0.0,0,25,1,1,Good
3659,0.0,0.0,0,25,1,1,Good
3660,20.0,0.0,0,25,0,1,Good
3661,10.0,0.0,0,25,0,1,Good
3662,15.0,0.0,0,23,1,1,Good
3663,15.0,0.0,0,23,1,1,Good
3664,30.0,0.0,0,21,0,1,Good
3665,8.0,0.0,0,21,0,1,Good
3666,1.0,0.0,0,21,1,1,Good
3667,1.0,0.0,0,21,1,1,Good
3668,131.0,0.0,0,21,1,1,Good
3669,115.0,0.0,0,21,1,1,Bad
3670,20.0,0.0,0,19,1,1,Good
3671,23.0,0.0,0,19,1,1,Good
3672,0.0,0.0,0,16,0,1,Bad
3673,0.0,0.0,0,16,0,1,Bad
3674,2.0,0.0,0,14,0,0,Good
3675,2.0,0.0,0,14,0,0,Good
3676,0.0,0.0,0,13,0,1,Bad
3677,0.0,0.0,0,13,0,1,Bad
3678,2.0,0.0,0,7,1,0,Good
3679,2.0,0.0,0,7,1,0,Good
3680,190.53660414718664,422.60150706781803,0,96,0,0,Good
3681,190.53660414718664,422.60150706781803,0,96,0,0,Good
3682,201.0,0.0,0,85,1,1,Good
3683,194.0,0.0,0,85,1,1,Good
3684,141.0,0.0,0,81,1,0,Good
3685,150.0,0.0,0,81,1,0,Good
3686,454.0,127.0,0,76,1,1,Good
3687,466.0,124.0,0,76,1,1,Good
3688,190.53660414718664,422.60150706781803,0,76,1,0,Good
3689,190.53660414718664,422.60150706781803,0,76,1,0,Good
3690,51.0,0.0,0,75,0,1,Good
3691,51.0,0.0,0,75,0,1,Good
3692,1872.0,0.0,0,73,1,1,Good
3693,1799.0,0.0,0,73,1,1,Good
3694,294.0,0.0,0,71,0,1,Good
3695,269.0,0.0,0,71,0,1,Good
3696,190.53660414718664,422.60150706781803,0,70,0,1,Good
3697,190.53660414718664,422.60150706781803,0,70,0,1,Good
3698,0.0,0.0,0,70,1,1,Good
3699,0.0,0.0,0,70,1,1,Good
3700,666.0,0.0,0,68,0,1,Good
3701,671.0,0.0,0,68,0,1,Good
3702,9.0,0.0,0,66,0,1,Good
3703,10.0,0.0,0,66,0,1,Good
3704,292.0,0.0,0,66,0,1,Good
3705,293.0,0.0,0,66,0,1,Good
3706,836.0,0.0,0,65,0,1,Good
3707,835.0,0.0,0,65,0,1,Good
3708,182.0,418.0,0,62,1,1,Good
3709,321.0,575.0,0,62,1,1,Good
3710,3668.0,0.0,0,62,0,1,Good
3711,3657.0,0.0,0,62,0,1,Good
3712,22.0,0.0,0,61,0,1,Good
3713,22.0,0.0,0,61,0,1,Good
3714,1.0,390.0,0,60,1,1,Good
3715,3.0,386.0,0,60,1,1,Good
3716,322.0,0.0,0,58,0,1,Good
3717,326.0,0.0,0,58,0,1,Good
3718,23.0,0.0,0,58,0,1,Good
3719,9.0,0.0,0,58,0,1,Good
3720,43.0,425.0,0,55,1,1,Good
3721,44.0,421.0,0,55,1,1,Good
3722,4.0,880.0,0,55,0,1,Good
3723,3.0,877.0,0,55,0,1,Good
3724,23.0,35.0,0,53,0,1,Good
3725,18.0,36.0,0,53,0,1,Good
3726,170.0,0.0,0,52,1,1,Good
3727,161.0,0.0,0,52,1,1,Good
3728,1.0,0.0,0,51,1,0,Good
3729,1.0,0.0,0,51,1,0,Good
3730,2.0,0.0,0,51,1,1,Good
3731,5.0,0.0,0,51,1,1,Good
3732,280.0,20.0,0,51,1,1,Good
3733,263.0,12.0,0,51,1,1,Good
3734,2.0,0.0,0,50,0,1,Good
3735,3.0,0.0,0,50,0,1,Good
3736,330.0,0.0,0,49,1,1,Good
3737,368.0,0.0,0,49,1,1,Good
3738,5.0,0.0,0,46,0,1,Good
3739,5.0,0.0,0,46,0,1,Good
3740,0.0,0.0,0,45,1,1,Good
3741,0.0,0.0,0,45,1,1,Good
3742,10.0,0.0,0,44,0,1,Good
3743,9.0,0.0,0,44,0,1,Good
3744,190.53660414718664,422.60150706781803,0,43,1,0,Good
3745,190.53660414718664,422.60150706781803,0,43,1,0,Good
3746,74.0,1392.0,0,41,1,1,Good
3747,54.0,1389.0,0,41,1,1,Good
3748,7.0,2899.0,0,41,0,1,Good
3749,4.0,2894.0,0,41,0,1,Good
3750,14.0,0.0,0,40,1,1,Good
3751,0.0,0.0,0,40,1,1,Good
3752,190.53660414718664,422.60150706781803,0,39,1,0,Good
3753,190.53660414718664,422.60150706781803,0,39,1,0,Good
3754,190.53660414718664,422.60150706781803,0,39,1,1,Good
3755,190.53660414718664,422.60150706781803,0,39,1,1,Good
3756,0.0,0.0,0,39,1,1,Good
3757,13.0,2386.0,0,34,1,1,Good
3758,14.0,2381.0,0,34,1,1,Good
3759,0.0,0.0,0,29,1,0,Good
3760,0.0,0.0,0,29,1,0,Good
3761,52.0,0.0,0,28,1,1,Good
3762,57.0,0.0,0,28,1,1,Good
3763,51.0,0.0,0,27,0,1,Good
3764,46.0,0.0,0,27,0,1,Good
3765,12.0,0.0,0,25,0,1,Good
3766,12.0,0.0,0,25,0,1,Good
3767,10.0,0.0,0,24,1,1,Good
3768,3.0,0.0,0,24,1,1,Good
3769,52.0,0.0,0,23,0,1,Good
3770,49.0,0.0,0,23,0,1,Good
3771,28.0,0.0,0,23,0,1,Good
3772,38.0,0.0,0,23,0,1,Good
3773,79.0,0.0,0,23,1,1,Good
3774,78.0,0.0,0,23,1,1,Bad
3775,0.0,0.0,0,22,1,0,Good
3776,0.0,0.0,0,22,1,0,Good
3777,38.0,0.0,0,22,1,0,Good
3778,38.0,0.0,0,22,1,0,Good
3779,0.0,0.0,0,22,0,1,Good
3780,0.0,0.0,0,22,0,1,Good
3781,0.0,0.0,0,16,0,1,Bad
3782,0.0,0.0,0,16,0,1,Bad
3783,11.0,0.0,0,11,0,0,Good
3784,11.0,0.0,0,11,0,0,Good
3785,1.0,0.0,0,10,1,0,Good
3786,1.0,0.0,0,10,1,0,Good
3787,9.0,0.0,0,5,0,0,Good
3788,9.0,0.0,0,5,0,0,Good
3789,163.0,577.0,0,85,0,0,Good
3790,167.0,577.0,0,85,0,0,Good
3791,190.53660414718664,422.60150706781803,0,80,0,0,Good
3792,190.53660414718664,422.60150706781803,0,80,0,0,Good
3793,285.0,0.0,0,78,0,1,Good
3794,273.0,0.0,0,78,0,1,Good
3795,171.0,0.0,0,78,1,1,Good
3796,184.0,0.0,0,78,1,1,Good
3797,75.0,0.0,0,76,0,1,Good
3798,75.0,0.0,0,76,0,1,Good
3799,678.0,0.0,0,75,1,0,Good
3800,677.0,0.0,0,75,1,0,Good
3801,1260.0,0.0,0,75,0,0,Good
3802,1267.0,0.0,0,75,0,0,Good
3803,190.53660414718664,422.60150706781803,0,70,1,1,Good
3804,190.53660414718664,422.60150706781803,0,70,1,1,Good
3805,2049.0,0.0,0,69,1,1,Good
3806,2050.0,0.0,0,69,1,1,Good
3807,22.0,0.0,0,69,0,1,Good
3808,13.0,0.0,0,69,0,1,Good
3809,190.53660414718664,422.60150706781803,0,64,0,0,Good
3810,190.53660414718664,422.60150706781803,0,64,0,0,Good
3811,4.0,0.0,0,62,1,1,Good
3812,5.0,0.0,0,62,1,1,Good
3813,36.0,0.0,0,62,0,1,Good
3814,32.0,0.0,0,62,0,1,Good
3815,261.0,1053.0,0,61,1,1,Good
3816,154.0,1051.0,0,61,1,1,Good
3817,57.0,2956.0,1,60,0,1,Good
3818,53.0,0.0,1,60,0,1,Good
3819,12.0,0.0,0,60,1,1,Good
3820,32.0,0.0,0,60,1,1,Good
3821,190.53660414718664,422.60150706781803,0,58,0,0,Good
3822,190.53660414718664,422.60150706781803,0,58,0,0,Good
3823,451.0,230.0,0,58,1,1,Good
3824,449.0,226.0,0,58,1,1,Good
3825,44.0,0.0,0,58,1,1,Good
3826,5.0,0.0,0,58,1,1,Good
3827,0.0,0.0,0,55,0,1,Bad
3828,0.0,0.0,0,55,0,1,Bad
3829,286.0,865.0,0,55,1,1,Good
3830,316.0,871.0,0,55,1,1,Good
3831,161.0,5089.0,0,54,1,1,Good
3832,45.0,5125.0,0,54,1,1,Good
3833,7.0,939.0,0,53,1,1,Good
3834,3.0,936.0,0,53,1,1,Good
3835,190.53660414718664,422.60150706781803,0,49,1,1,Good
3836,190.53660414718664,422.60150706781803,0,49,1,1,Good
3837,80.0,0.0,0,49,0,1,Good
3838,81.0,0.0,0,49,0,1,Good
3839,287.0,0.0,0,46,0,1,Good
3840,318.0,0.0,0,46,0,1,Good
3841,1141.0,366.0,0,46,1,1,Good
3842,1107.0,363.0,0,46,1,1,Good
3843,20.0,0.0,0,44,0,1,Good
3844,20.0,0.0,0,44,0,1,Good
3845,159.0,3368.0,0,43,1,1,Good
3846,149.0,3361.0,0,43,1,1,Good
3847,0.0,0.0,0,42,0,1,Good
3848,0.0,0.0,0,42,0,1,Good
3849,138.0,949.0,0,41,1,1,Good
3850,135.0,946.0,0,41,1,1,Good
3851,8.0,0.0,0,39,0,0,Good
3852,9.0,0.0,0,39,0,0,Good
3853,190.53660414718664,422.60150706781803,0,39,1,0,Good
3854,190.53660414718664,422.60150706781803,0,39,1,0,Good
3855,3.0,1974.0,0,38,1,1,Good
3856,48.0,1974.0,0,38,1,1,Good
3857,190.53660414718664,422.60150706781803,0,37,0,1,Good
3858,190.53660414718664,422.60150706781803,0,37,0,1,Good
3859,32.0,0.0,0,36,0,1,Good
3860,26.0,0.0,0,36,0,1,Good
3861,6.0,0.0,0,34,0,1,Good
3862,0.0,0.0,0,34,0,1,Good
3863,52.0,0.0,0,34,1,1,Good
3864,48.0,0.0,0,34,1,1,Good
3865,23.0,24.0,0,31,0,1,Good
3866,22.0,23.0,0,31,0,1,Good
3867,0.0,0.0,0,24,1,1,Good
3868,0.0,2.0,0,24,1,1,Good
3869,0.0,0.0,0,23,1,1,Good
3870,16.0,0.0,0,23,1,1,Good
3871,379.0,0.0,0,21,1,1,Good
3872,376.0,0.0,0,21,1,1,Good
3873,275.0,0.0,0,21,0,1,Bad
3874,285.0,0.0,0,21,0,1,Bad
3875,14.0,0.0,0,19,1,1,Good
3876,12.0,0.0,0,19,1,1,Good
3877,26.0,0.0,0,17,0,1,Good
3878,26.0,0.0,0,17,0,1,Good
3879,71.0,0.0,0,15,1,1,Good
3880,71.0,0.0,0,15,1,1,Good
3881,5.0,0.0,0,12,0,0,Good
3882,4.0,0.0,0,12,0,0,Good
3883,9.0,0.0,0,9,0,1,Good
3884,5.0,0.0,0,9,0,1,Good
3885,1.0,0.0,0,8,0,0,Good
3886,1.0,0.0,0,8,0,0,Good
3887,1.0,0.0,0,8,1,0,Good
3888,1.0,0.0,0,8,1,0,Good
3889,620.0,0.0,0,90,0,0,Good
3890,615.0,0.0,0,90,0,0,Good
3891,0.0,0.0,0,87,1,1,Good
3892,0.0,0.0,0,87,1,1,Good
3893,446.0,0.0,0,74,0,1,Good
3894,240.0,0.0,0,74,0,1,Good
3895,1.0,0.0,0,73,0,1,Good
3896,1.0,0.0,0,73,0,1,Good
3897,2103.0,0.0,0,69,0,1,Good
3898,2103.0,0.0,0,69,0,1,Good
3899,196.0,240.0,0,66,0,1,Good
3900,191.0,238.0,0,66,0,1,Good
3901,278.0,748.0,0,64,1,1,Bad
3902,325.0,748.0,0,64,1,1,Bad
3903,9.0,0.0,0,64,1,1,Good
3904,9.0,0.0,0,64,1,1,Good
3905,995.0,389.0,0,60,1,1,Good
3906,993.0,385.0,0,60,1,1,Good
3907,14.0,0.0,0,58,0,1,Good
3908,7.0,0.0,0,58,0,1,Good
3909,7.0,0.0,0,55,1,1,Good
3910,2.0,0.0,0,55,1,1,Good
3911,82.0,399.0,0,54,0,1,Good
3912,91.0,396.0,0,54,0,1,Good
3913,4.0,1787.0,0,54,1,1,Good
3914,14.0,1787.0,0,54,1,1,Good
3915,190.53660414718664,422.60150706781803,0,53,1,1,Good
3916,190.53660414718664,422.60150706781803,0,53,1,1,Good
3917,33.0,0.0,0,52,1,1,Good
3918,33.0,0.0,0,52,1,1,Good
3919,125.0,414.0,0,52,1,1,Good
3920,147.0,407.0,0,52,1,1,Good
3921,0.0,364.0,0,52,1,1,Good
3922,0.0,362.0,0,52,1,1,Good
3923,196.0,597.0,0,51,0,1,Good
3924,202.0,585.0,0,51,0,1,Good
3925,438.0,1435.0,0,50,1,1,Good
3926,395.0,1428.0,0,50,1,1,Good
3927,487.0,0.0,0,50,1,1,Good
3928,639.0,0.0,0,50,1,1,Good
3929,0.0,0.0,0,48,0,1,Good
3930,0.0,0.0,0,48,0,1,Bad
3931,41.0,230.0,0,48,1,1,Good
3932,42.0,224.0,0,48,1,1,Good
3933,3.0,0.0,0,46,0,1,Good
3934,1.0,0.0,0,46,0,1,Good
3935,274.0,0.0,0,45,1,1,Good
3936,215.0,0.0,0,45,1,1,Good
3937,2.0,0.0,0,45,0,1,Good
3938,0.0,0.0,0,45,0,1,Good
3939,693.0,2148.0,0,43,1,1,Good
3940,541.0,2131.0,0,43,1,1,Good
3941,1.0,0.0,0,38,0,1,Good
3942,2.0,0.0,0,38,0,1,Good
3943,2.0,0.0,0,37,0,1,Good
3944,3.0,0.0,0,37,0,1,Good
3945,190.53660414718664,422.60150706781803,0,36,0,0,Good
3946,190.53660414718664,422.60150706781803,0,36,0,0,Good
3947,44.0,0.0,0,36,1,1,Good
3948,43.0,0.0,0,36,1,1,Good
3949,4.0,0.0,0,34,1,0,Good
3950,16.0,0.0,0,34,1,0,Good
3951,640.0,0.0,0,30,0,1,Good
3952,567.0,0.0,0,30,0,1,Good
3953,395.0,0.0,0,29,0,1,Good
3954,383.0,0.0,0,29,0,1,Good
3955,0.0,0.0,0,28,1,1,Good
3956,0.0,0.0,0,28,1,1,Bad
3957,0.0,0.0,0,28,1,1,Good
3958,0.0,0.0,0,28,1,1,Good
3959,0.0,0.0,0,27,1,1,Good
3960,0.0,0.0,0,27,1,1,Good
3961,133.0,0.0,0,27,0,1,Good
3962,92.0,0.0,0,27,0,1,Bad
3963,56.0,767.0,0,26,1,1,Good
3964,53.0,764.0,0,26,1,1,Good
3965,110.0,0.0,0,25,1,1,Good
3966,101.0,0.0,0,25,1,1,Good
3967,20.0,0.0,0,25,0,1,Good
3968,22.0,0.0,0,25,0,1,Good
3969,190.53660414718664,422.60150706781803,0,23,0,1,Good
3970,190.53660414718664,422.60150706781803,0,23,0,1,Good
3971,190.53660414718664,422.60150706781803,0,19,1,0,Good
3972,190.53660414718664,422.60150706781803,0,19,1,0,Good
3973,17.0,0.0,0,19,1,1,Good
3974,13.0,0.0,0,19,1,1,Good
3975,26.0,0.0,0,17,1,1,Good
3976,26.0,0.0,0,17,1,1,Good
3977,9.0,0.0,0,15,0,1,Good
3978,9.0,0.0,0,15,0,1,Good
3979,20.0,0.0,0,11,0,0,Good
3980,20.0,0.0,0,11,0,0,Good
3981,85.0,0.0,0,5,1,0,Good
3982,85.0,0.0,0,5,1,0,Good
3983,259.0,0.0,0,99,0,0,Good
3984,263.0,0.0,0,99,0,0,Good
3985,1995.0,0.0,0,89,1,0,Good
3986,1992.0,0.0,0,89,1,0,Good
3987,704.0,0.0,0,85,0,1,Good
3988,710.0,0.0,0,85,0,1,Good
3989,1373.0,0.0,0,76,0,1,Good
3990,1354.0,0.0,0,76,0,1,Good
3991,398.0,228.0,0,73,0,1,Good
3992,399.0,226.0,0,73,0,1,Good
3993,396.0,0.0,0,73,0,1,Good
3994,386.0,0.0,0,73,0,1,Good
3995,57.0,0.0,0,73,1,1,Good
3996,55.0,0.0,0,73,1,1,Good
3997,315.0,0.0,0,71,0,1,Good
3998,312.0,0.0,0,71,0,1,Good
3999,4.0,1066.0,0,71,0,1,Good
4000,5.0,1059.0,0,71,0,1,Good
4001,146.0,0.0,0,70,0,1,Good
4002,143.0,0.0,0,70,0,1,Good
4003,823.0,0.0,0,69,0,1,Good
4004,828.0,0.0,0,69,0,1,Good
4005,190.53660414718664,422.60150706781803,0,69,0,1,Good
4006,190.53660414718664,422.60150706781803,0,69,0,1,Good
4007,17.0,0.0,0,68,0,1,Good
4008,16.0,0.0,0,68,0,1,Good
4009,341.0,0.0,0,68,0,1,Good
4010,366.0,0.0,0,68,0,1,Good
4011,213.0,0.0,0,68,1,1,Good
4012,220.0,0.0,0,68,1,1,Good
4013,1722.0,0.0,0,66,1,1,Good
4014,1740.0,0.0,0,66,1,1,Good
4015,187.0,172.0,0,65,1,1,Good
4016,171.0,162.0,0,65,1,1,Good
4017,11.0,0.0,0,63,0,1,Good
4018,13.0,0.0,0,63,0,1,Good
4019,189.0,2055.0,0,62,1,1,Good
4020,165.0,2048.0,0,62,1,1,Good
4021,933.0,0.0,0,62,1,1,Good
4022,926.0,0.0,0,62,1,1,Good
4023,34.0,0.0,0,61,0,1,Good
4024,30.0,0.0,0,61,0,1,Good
4025,48.0,0.0,0,60,1,1,Good
4026,39.0,0.0,0,60,1,1,Good
4027,0.0,0.0,0,59,1,1,Good
4028,190.53660414718664,422.60150706781803,0,59,1,1,Good
4029,79.0,0.0,0,56,1,1,Good
4030,114.0,0.0,0,56,1,1,Good
4031,0.0,0.0,0,54,0,1,Bad
4032,0.0,0.0,0,54,0,1,Bad
4033,190.53660414718664,422.60150706781803,0,50,0,1,Good
4034,190.53660414718664,422.60150706781803,0,50,0,1,Good
4035,3.0,0.0,0,48,0,1,Good
4036,3.0,0.0,0,48,0,1,Good
4037,5.0,0.0,0,47,0,1,Good
4038,9.0,0.0,0,47,0,1,Good
4039,43.0,1300.0,0,47,0,1,Good
4040,44.0,1297.0,0,47,0,1,Good
4041,6.0,2629.0,0,47,1,1,Good
4042,13.0,2622.0,0,47,1,1,Good
4043,190.53660414718664,422.60150706781803,0,46,0,1,Good
4044,190.53660414718664,422.60150706781803,0,46,0,1,Good
