TID_ID	BK_SB1_SELSKAP_ID	KUNDE_ID	ALDER	KJONN	DOD	KONKURS	SAMTYKKE_1_SVAR	SAMTYKKE_2_SVAR	HAR_EPOST	HAR_MOBIL	RESERVERT_MOT_MARKEDSFORING	RESERVERT_TELEFON_BRREG_FLG
20190329	2096	1	7	K	0	0	J	J	0	0	N	0
20190430	2096	1	7	K	0	0	J	J	0	0	N	0
20190430	2096	10	62	M	0	0	J	J	0	0	N	1
20190329	2096	10	62	M	0	0	J	J	0	0	N	1
20190329	2096	23	45	M	0	0	J	J	1	1	N	1
20190430	2096	23	45	M	0	0	J	J	1	1	N	1
20190430	2096	24	44	K	0	0	J	J	0	0	N	1
20190329	2096	24	44	K	0	0	J	J	1	1	N	1
20190329	2096	34	37	M	0	0	J	J	1	1	N	1
20190430	2096	34	37	M	0	0	J	J	1	1	N	1
20190430	2096	47	21	M	0	0	N	J	1	1	N	1
20190329	2096	47	21	M	0	0	N	J	1	1	N	1
20190329	2096	48	16	K	0	0	J	J	1	1	N	0
20190430	2096	48	16	K	0	0	J	J	1	1	N	0
20190430	2096	49	16	K	0	0	J	J	1	1	N	0
20190329	2096	49	16	K	0	0	J	J	1	1	N	0
20190329	2096	54	78	K	0	0	J	J	1	1	N	1
20190430	2096	54	78	K	0	0	J	J	1	1	N	1
20190430	2096	58	71	M	0	0	J	J	1	1	N	1
20190329	2096	58	71	M	0	0	J	J	1	1	N	1
20190430	2096	69	54	K	0	0	J	J	1	1	N	0
20190329	2096	69	54	K	0	0	J	J	1	1	N	0
20190329	2096	70	54	M	0	0	J	J	1	1	N	1
20190430	2096	70	54	M	0	0	J	J	1	1	N	1
20190430	2096	79	48	K	0	0	J	J	1	1	N	1
20190329	2096	79	48	K	0	0	J	J	1	1	N	1
20190329	2096	80	47	M	0	0	J	J	1	1	N	0
20190430	2096	80	47	M	0	0	J	J	1	1	N	0
20190329	2096	90	35	K	0	0	J	J	1	1	N	0
20190329	2096	96	28	M	0	0	J	J	0	0	N	0
20190329	2096	99	26	M	0	0	J	J	1	1	N	1
20190430	2096	99	26	M	0	0	J	J	1	1	N	1
20190430	2096	101	23	K	0	0	N	J	1	1	N	1
20190329	2096	101	23	K	0	0	N	J	1	1	N	1
20190329	2096	111	96	K	1	0	J	J	0	0	N	0
20190430	2096	111	96	K	1	0	J	J	0	0	N	0
20190430	2096	122	74	M	0	0	J	J	1	1	N	1
20190329	2096	122	74	M	0	0	J	J	1	1	N	1
20190329	2096	136	58	K	0	0	J	J	0	0	N	1
20190430	2096	136	58	K	0	0	J	J	0	0	N	1
20190430	2096	143	51	M	0	0	J	J	1	1	N	1
20190329	2096	143	51	M	0	0	J	J	1	1	N	1
20190329	2096	160	40	M	0	0	J	J	1	1	N	0
20190430	2096	160	40	M	0	0	J	J	1	1	N	0
20190430	2096	210	57	M	0	0	J	J	1	1	N	1
20190329	2096	210	57	M	0	0	J	J	1	1	N	1
20190329	2096	213	53	M	0	0	J	J	1	1	N	1
20190430	2096	213	53	M	0	0	J	J	1	1	N	1
20190329	2096	221	46	M	0	0	J	J	1	1	N	0
20190430	2096	221	46	M	0	0	J	J	1	1	N	0
20190430	2096	245	82	K	0	0	J	J	0	1	N	0
20190329	2096	245	81	K	0	0	J	J	0	1	N	0
20190329	2096	255	62	K	0	0	J	J	1	1	N	1
20190430	2096	255	63	K	0	0	J	J	1	1	N	1
20190430	2096	261	58	K	0	0	J	J	1	1	N	1
20190329	2096	261	57	K	0	0	J	J	1	1	N	1
20190329	2096	276	48	M	0	0	J	J	1	1	N	1
20190430	2096	276	49	M	0	0	J	J	1	1	N	1
20190430	2096	286	33	M	0	0	J	J	1	1	N	1
20190329	2096	286	32	M	0	0	J	J	1	1	N	1
20190329	2096	293	25	K	0	0	J	J	1	1	N	0
20190430	2096	293	26	K	0	0	J	J	1	1	N	0
20190430	2096	303	9	K	0	0	J	J	1	1	N	0
20190329	2096	303	9	K	0	0	J	J	1	1	N	0
20190329	2096	326	53	K	0	0	J	J	1	1	N	1
20190430	2096	326	53	K	0	0	J	J	1	1	N	1
20190430	2096	337	39	K	0	0	J	J	1	1	N	1
20190329	2096	337	39	K	0	0	J	J	1	1	N	1
20190329	2096	352	28	K	0	0	J	J	1	1	N	0
20190430	2096	352	28	K	0	0	J	J	1	1	N	0
20190430	2096	373	87	M	0	0	J	J	0	1	N	0
20190329	2096	373	87	M	0	0	J	J	0	1	N	0
20190329	2096	19	53	K	0	0	J	J	1	1	N	1
20190430	2096	19	53	K	0	0	J	J	1	1	N	1
20190430	2096	27	44	M	0	0	J	J	1	0	N	1
20190329	2096	27	44	M	0	0	J	J	1	0	N	1
20190329	2096	42	29	M	0	0	J	J	1	1	N	1
20190430	2096	42	29	M	0	0	J	J	1	1	N	1
20190430	2096	46	22	K	0	0	J	J	1	1	N	1
20190329	2096	46	22	K	0	0	J	J	1	1	N	1
20190329	2096	66	57	M	0	0	J	J	1	1	N	1
20190430	2096	66	57	M	0	0	J	J	1	1	N	1
20190430	2096	72	53	M	0	0	J	J	1	1	N	1
20190329	2096	72	53	M	0	0	J	J	1	1	N	1
20190329	2096	73	53	K	0	0	J	J	1	1	N	0
20190430	2096	73	53	K	0	0	J	J	1	1	N	0
20190430	2096	77	50	K	0	0	J	J	0	0	N	1
20190329	2096	77	50	K	0	0	J	J	0	0	N	1
20190329	2096	102	20	K	0	0	J	J	1	1	N	0
20190430	2096	102	20	K	0	0	J	J	1	1	N	0
20190430	2096	105	13	K	0	0	J	J	0	0	N	0
20190329	2096	105	13	K	0	0	J	J	0	0	N	0
20190329	2096	107	10	M	0	0	J	J	0	0	N	0
20190430	2096	107	10	M	0	0	J	J	0	0	N	0
20190430	2096	114	87	K	0	0	J	J	0	0	N	0
20190329	2096	114	87	K	0	0	J	J	0	0	N	0
20190329	2096	129	65	M	0	0	J	J	1	1	N	1
20190430	2096	129	65	M	0	0	J	J	1	1	N	1
20190430	2096	140	54	K	0	0	J	J	1	1	N	1
20190329	2096	140	54	K	0	0	J	J	1	1	N	1
20190329	2096	148	48	K	0	0	J	J	1	1	N	1
20190430	2096	148	48	K	0	0	J	J	1	1	N	1
20190430	2096	150	47	M	0	0	J	J	1	1	N	1
20190329	2096	150	47	M	0	0	J	J	1	1	N	1
20190329	2096	163	37	K	0	0	J	J	1	1	N	1
20190430	2096	163	37	K	0	0	J	J	1	1	N	1
20190430	2096	166	34	M	0	0	N	J	1	1	N	1
20190329	2096	166	34	M	0	0	N	J	1	1	N	1
20190329	2096	167	33	K	0	0	J	J	1	1	N	1
20190430	2096	167	33	K	0	0	J	J	1	1	N	1
20190430	2096	172	30	K	0	0	J	J	1	1	N	0
20190329	2096	172	30	K	0	0	J	J	1	1	N	0
20190329	2096	178	26	K	0	0	J	J	1	1	N	1
20190430	2096	178	26	K	0	0	J	J	1	1	N	1
20190430	2096	185	80	M	0	0	J	J	1	1	N	1
20190329	2096	185	80	M	0	0	J	J	1	1	N	1
20190329	2096	188	73	M	0	0	J	J	0	0	N	1
20190430	2096	188	73	M	0	0	J	J	0	0	N	1
20190430	2096	194	68	M	0	0	J	J	1	1	N	1
20190329	2096	194	68	M	0	0	J	J	1	1	N	1
20190329	2096	199	63	M	0	0	J	J	1	1	N	0
20190430	2096	199	63	M	0	0	J	J	1	1	N	0
20190430	2096	204	60	K	0	0	J	J	0	1	N	0
20190329	2096	204	60	K	0	0	J	J	0	1	N	0
20190329	2096	238	12	M	0	0	J	J	0	0	N	0
20190430	2096	238	13	M	0	0	J	J	0	0	N	0
20190430	2096	247	81	M	0	0	J	J	1	1	N	0
20190329	2096	247	80	M	0	0	J	J	1	1	N	0
20190329	2096	259	58	M	0	0	J	J	1	1	N	0
20190430	2096	259	59	M	0	0	J	J	1	1	N	0
20190430	2096	268	55	K	0	0	J	J	0	0	N	0
20190329	2096	268	54	K	0	0	J	J	0	0	N	0
20190329	2096	273	50	M	0	0	J	J	0	1	N	0
20190430	2096	273	51	M	0	0	J	J	0	1	N	0
20190430	2096	277	48	K	0	0	J	J	1	1	N	0
20190329	2096	277	47	K	0	0	J	J	1	1	N	0
20190329	2096	278	45	M	0	0	J	J	1	1	N	0
20190430	2096	278	46	M	0	0	J	J	1	1	N	0
20190430	2096	279	46	M	0	0	J	J	0	0	N	1
20190329	2096	279	45	M	0	0	J	J	0	0	N	1
20190329	2096	311	73	K	0	0	J	J	1	1	N	1
20190430	2096	311	73	K	0	0	J	J	1	1	N	1
20190430	2096	321	58	M	0	0	J	J	1	1	N	1
20190329	2096	321	58	M	0	0	J	J	1	1	N	1
20190329	2096	2	85	M	0	0	J	J	0	1	N	0
20190430	2096	2	85	M	0	0	J	J	0	1	N	0
20190430	2096	3	78	K	0	0	J	J	0	0	N	0
20190329	2096	3	78	K	0	0	J	J	0	0	N	0
20190329	2096	12	61	K	0	0	N	J	1	1	N	1
20190430	2096	12	61	K	0	0	N	J	1	1	N	1
20190329	2096	14	56	K	0	0	J	J	0	0	N	1
20190329	2096	20	53	K	0	0	J	J	1	1	N	1
20190430	2096	20	53	K	0	0	J	J	1	1	N	1
20190430	2096	38	33	M	0	0	J	J	0	0	N	1
20190329	2096	38	33	M	0	0	J	J	0	0	N	1
20190329	2096	50	8	M	0	0	J	J	0	0	N	0
20190430	2096	50	8	M	0	0	J	J	0	0	N	0
20190430	2096	53	87	K	0	0	J	J	1	1	N	0
20190329	2096	53	87	K	0	0	J	J	1	1	N	0
20190329	2096	56	75	M	0	0	J	J	1	1	N	1
20190430	2096	56	75	M	0	0	J	J	1	1	N	1
20190430	2096	71	54	M	0	0	J	J	1	1	N	1
20190329	2096	71	54	M	0	0	J	J	1	1	N	1
20190329	2096	83	44	K	0	0	J	J	1	1	N	0
20190430	2096	83	44	K	0	0	J	J	1	1	N	0
20190430	2096	98	27	K	0	0	J	J	1	1	N	1
20190329	2096	98	27	K	0	0	J	J	1	1	N	1
20190329	2096	113	88	K	0	0	J	J	0	1	N	1
20190430	2096	113	88	K	0	0	J	J	0	1	N	1
20190430	2096	116	85	K	1	0	J	J	0	0	J	0
20190329	2096	116	85	K	0	0	J	J	0	0	N	0
20190329	2096	120	74	M	0	0	J	J	1	1	N	0
20190430	2096	120	74	M	0	0	J	J	1	1	N	0
20190430	2096	127	66	M	0	0	J	J	1	1	N	0
20190329	2096	127	66	M	0	0	J	J	1	1	N	0
20190329	2096	133	60	K	0	0	J	J	1	1	N	1
20190430	2096	133	60	K	0	0	J	J	1	1	N	1
20190430	2096	141	53	M	0	0	J	J	1	1	N	1
20190329	2096	141	53	M	0	0	J	J	1	1	N	1
20190329	2096	145	50	M	0	0	J	J	1	1	N	1
20190430	2096	145	50	M	0	0	J	J	1	1	N	1
20190430	2096	146	48	M	0	0	J	J	1	1	N	0
20190329	2096	146	48	M	0	0	J	J	1	1	N	0
20190329	2096	154	43	M	0	0	J	J	1	1	N	1
20190430	2096	154	43	M	0	0	J	J	1	1	N	1
20190430	2096	156	43	M	0	0	J	J	1	1	N	1
20190329	2096	156	43	M	0	0	J	J	1	1	N	1
20190329	2096	170	31	K	0	0	J	J	1	1	N	0
20190430	2096	170	31	K	0	0	J	J	1	1	N	0
20190430	2096	173	29	K	0	0	J	J	1	1	N	0
20190329	2096	173	29	K	0	0	J	J	1	1	N	0
20190329	2096	183	82	K	0	0	J	J	0	1	N	0
20190430	2096	183	82	K	0	0	J	J	0	1	N	0
20190430	2096	189	71	M	0	0	J	J	1	1	N	1
20190329	2096	189	71	M	0	0	J	J	1	1	N	1
20190329	2096	190	71	K	0	0	N	J	1	1	N	1
20190430	2096	190	71	K	0	0	N	J	1	1	N	1
20190430	2096	193	69	K	0	0	J	J	1	1	N	1
20190329	2096	193	69	K	0	0	J	J	1	1	N	1
20190329	2096	195	67	K	0	0	J	J	1	1	N	1
20190430	2096	195	67	K	0	0	J	J	1	1	N	1
20190430	2096	196	66	M	0	0	N	J	1	1	N	1
20190329	2096	196	66	M	0	0	N	J	1	1	N	1
20190329	2096	203	61	K	0	0	J	J	1	1	N	1
20190430	2096	203	61	K	0	0	J	J	1	1	N	1
20190430	2096	205	60	K	0	0	J	J	1	1	N	1
20190329	2096	205	60	K	0	0	J	J	1	1	N	1
20190329	2096	209	58	K	0	0	J	J	1	1	N	1
20190430	2096	209	58	K	0	0	J	J	1	1	N	1
20190430	2096	215	52	K	0	0	J	J	1	1	N	0
20190329	2096	215	52	K	0	0	J	J	1	1	N	0
20190329	2096	225	36	K	0	0	J	J	1	1	N	1
20190430	2096	225	36	K	0	0	J	J	1	1	N	1
20190430	2096	250	74	K	0	0	J	J	1	1	N	1
20190329	2096	250	73	K	0	0	J	J	1	1	N	1
20190329	2096	254	67	M	0	0	J	J	1	1	N	0
20190329	2096	40	30	M	0	0	J	J	1	1	N	1
20190430	2096	40	30	M	0	0	J	J	1	1	N	1
20190430	2096	44	27	M	0	0	J	J	1	1	N	0
20190329	2096	44	27	M	0	0	J	J	1	1	N	0
20190329	2096	45	27	M	0	0	J	J	1	1	N	1
20190430	2096	45	27	M	0	0	J	J	1	1	N	1
20190430	2096	68	54	K	0	0	J	J	1	1	N	0
20190329	2096	68	54	K	0	0	J	J	1	1	N	0
20190329	2096	78	48	M	0	0	J	J	1	1	N	1
20190430	2096	78	48	M	0	0	J	J	1	1	N	1
20190430	2096	82	47	K	0	0	J	J	1	1	N	1
20190329	2096	82	47	K	0	0	J	J	1	1	N	1
20190329	2096	86	36	M	0	0	J	J	0	1	N	0
20190430	2096	86	36	M	0	0	J	J	0	1	N	0
20190430	2096	89	35	K	0	0	J	J	0	0	N	1
20190329	2096	89	35	K	0	0	J	J	0	0	N	1
20190329	2096	92	33	K	0	0	J	J	1	1	N	1
20190430	2096	92	33	K	0	0	J	J	1	1	N	1
20190430	2096	104	14	K	0	0	J	J	0	0	N	0
20190329	2096	104	14	K	0	0	J	J	0	0	N	0
20190329	2096	110	3	K	0	0	J	J	0	0	N	0
20190430	2096	110	3	K	0	0	J	J	0	0	N	0
20190430	2096	112	93	M	0	0	J	J	0	0	N	0
20190329	2096	112	93	M	0	0	J	J	0	0	N	0
20190329	2096	118	80	K	0	0	J	J	0	1	N	1
20190430	2096	118	80	K	0	0	J	J	0	1	N	1
20190430	2096	121	74	M	0	0	J	J	0	1	N	0
20190329	2096	121	74	M	0	0	J	J	0	1	N	0
20190329	2096	125	70	K	0	0	J	J	1	1	N	1
20190430	2096	125	70	K	0	0	J	J	1	1	N	1
20190430	2096	162	38	M	0	0	J	J	1	1	N	1
20190329	2096	162	38	M	0	0	J	J	1	1	N	1
20190329	2096	169	31	K	0	0	J	J	1	1	N	1
20190430	2096	169	31	K	0	0	J	J	1	1	N	1
20190430	2096	179	25	M	0	0	J	J	1	1	N	0
20190329	2096	179	25	M	0	0	J	J	1	1	N	0
20190329	2096	181	13	M	0	0	J	J	0	0	N	0
20190329	2096	184	82	K	0	0	J	J	0	0	N	0
20190430	2096	184	82	K	0	0	J	J	0	0	N	0
20190430	2096	206	60	M	0	0	J	J	1	1	N	1
20190329	2096	206	60	M	0	0	J	J	1	1	N	1
20190329	2096	207	59	M	0	0	J	J	0	1	N	1
20190430	2096	207	59	M	0	0	J	J	0	1	N	1
20190430	2096	211	55	K	0	0	N	J	1	1	N	1
20190329	2096	211	55	K	0	0	N	J	1	1	N	1
20190329	2096	217	50	M	0	0	J	J	1	1	N	1
20190430	2096	217	50	M	0	0	J	J	1	1	N	1
20190430	2096	222	46	M	0	0	J	J	1	1	N	1
20190329	2096	222	46	M	0	0	J	J	1	1	N	1
20190329	2096	229	29	K	0	0	J	J	1	1	N	1
20190430	2096	229	29	K	0	0	J	J	1	1	N	1
20190430	2096	243	89	M	0	0	J	J	1	1	N	1
20190329	2096	243	88	M	0	0	J	J	1	1	N	1
20190329	2096	252	70	K	0	0	J	J	1	1	N	1
20190430	2096	252	71	K	0	0	J	J	1	1	N	1
20190430	2096	257	61	M	0	0	J	J	1	1	N	0
20190329	2096	257	60	M	0	0	J	J	1	1	N	0
20190329	2096	266	55	K	0	0	J	J	1	1	N	1
20190430	2096	266	56	K	0	0	J	J	1	1	N	1
20190430	2096	269	54	M	0	0	J	J	1	1	N	0
20190329	2096	269	53	M	0	0	J	J	1	1	N	0
20190329	2096	270	53	M	0	0	J	J	0	1	N	0
20190430	2096	270	54	M	0	0	J	J	0	1	N	0
20190430	2096	275	49	K	0	0	J	J	1	1	N	0
20190329	2096	275	48	K	0	0	J	J	1	1	N	0
20190329	2096	280	44	M	0	0	J	J	1	1	N	1
20190430	2096	280	45	M	0	0	J	J	1	1	N	1
20190430	2096	292	26	M	0	0	J	J	1	1	N	0
20190329	2096	292	25	M	0	0	J	J	1	1	N	0
20190329	2096	299	17	K	0	0	J	J	1	1	N	0
20190430	2096	299	17	K	0	0	J	J	1	1	N	0
20190430	2096	315	69	K	0	0	J	J	1	1	N	1
20190329	2096	7	64	K	0	0	J	J	1	1	N	1
20190430	2096	7	64	K	0	0	J	J	1	1	N	1
20190430	2096	11	62	M	0	0	J	J	1	1	N	1
20190329	2096	11	62	M	0	0	J	J	1	1	N	1
20190329	2096	16	54	M	0	0	J	J	1	1	N	0
20190430	2096	16	54	M	0	0	J	J	1	1	N	0
20190430	2096	17	54	M	0	0	J	J	1	1	N	1
20190329	2096	17	54	M	0	0	J	J	1	1	N	1
20190329	2096	26	44	M	0	0	N	J	1	1	N	1
20190430	2096	26	44	M	0	0	N	J	1	1	N	1
20190430	2096	29	42	K	0	0	J	J	0	0	N	1
20190329	2096	29	42	K	0	0	J	J	0	0	N	1
20190329	2096	31	39	M	0	0	J	J	1	1	N	1
20190430	2096	31	39	M	0	0	J	J	1	1	N	1
20190430	2096	37	34	M	0	0	J	J	1	1	N	1
20190329	2096	37	34	M	0	0	J	J	1	1	N	1
20190329	2096	55	76	K	0	0	J	J	0	1	N	1
20190430	2096	55	76	K	0	0	J	J	0	1	N	1
20190430	2096	67	54	M	0	0	J	J	0	0	N	0
20190329	2096	67	54	M	0	0	J	J	0	0	N	0
20190329	2096	74	53	M	0	0	J	J	1	1	N	1
20190430	2096	74	53	M	0	0	J	J	1	1	N	1
20190430	2096	84	43	K	0	0	J	J	1	1	N	1
20190329	2096	84	43	K	0	0	J	J	1	1	N	1
20190329	2096	87	36	K	0	0	J	J	0	0	N	0
20190430	2096	87	36	K	0	0	J	J	0	0	N	0
20190430	2096	94	31	K	0	0	J	J	1	1	N	0
20190329	2096	94	31	K	0	0	J	J	1	1	N	0
20190329	2096	103	20	K	0	0	J	J	1	1	N	0
20190430	2096	103	20	K	0	0	J	J	1	1	N	0
20190430	2096	115	87	M	0	0	J	J	1	1	N	1
20190329	2096	115	87	M	0	0	J	J	1	1	N	1
20190329	2096	128	66	K	0	0	J	J	1	1	N	1
20190430	2096	128	66	K	0	0	J	J	1	1	N	1
20190430	2096	132	61	M	0	0	J	J	1	1	N	0
20190329	2096	132	61	M	0	0	J	J	1	1	N	0
20190329	2096	144	51	K	0	0	J	J	1	1	N	1
20190430	2096	144	51	K	0	0	J	J	1	1	N	1
20190430	2096	147	48	K	0	0	J	J	1	1	N	1
20190329	2096	147	48	K	0	0	J	J	1	1	N	1
20190329	2096	175	28	K	0	0	J	J	1	1	N	0
20190430	2096	175	28	K	0	0	J	J	1	1	N	0
20190430	2096	201	62	K	0	0	J	J	1	0	N	0
20190329	2096	201	62	K	0	0	J	J	1	0	N	0
20190329	2096	228	30	K	0	0	J	J	1	1	N	0
20190430	2096	228	30	K	0	0	J	J	1	1	N	0
20190430	2096	230	25	K	0	0	J	J	1	1	N	0
20190329	2096	230	25	K	0	0	J	J	1	1	N	0
20190329	2096	235	21	K	0	0	J	J	0	0	N	0
20190430	2096	235	21	K	0	0	J	J	0	0	N	0
20190430	2096	244	87	M	0	0	J	J	0	1	N	0
20190329	2096	244	86	M	0	0	J	J	0	1	N	0
20190329	2096	246	80	M	0	0	NULL	J	0	1	N	1
20190430	2096	246	81	M	0	0	NULL	J	0	1	N	1
20190430	2096	271	54	K	0	0	J	J	0	0	N	1
20190329	2096	271	53	K	0	0	J	J	0	0	N	1
20190329	2096	283	36	K	0	0	J	J	1	1	N	0
20190430	2096	283	37	K	0	0	J	J	1	1	N	0
20190430	2096	288	29	K	0	0	J	J	1	1	N	0
20190329	2096	288	28	K	0	0	J	J	1	1	N	0
20190329	2096	296	19	M	0	0	J	J	1	1	N	0
20190430	2096	296	20	M	0	0	J	J	1	1	N	0
20190430	2096	298	18	M	0	0	J	J	1	1	N	0
20190329	2096	298	18	M	0	0	J	J	1	1	N	0
20190329	2096	307	91	K	0	0	J	J	0	0	N	0
20190430	2096	307	91	K	0	0	J	J	0	0	N	0
20190329	2096	309	82	K	0	0	J	J	0	0	N	1
20190329	2096	314	71	K	0	0	J	J	1	1	N	1
20190430	2096	314	71	K	0	0	J	J	1	1	N	1
20190430	2096	330	48	M	0	0	J	J	1	1	N	1
20190329	2096	330	48	M	0	0	J	J	1	1	N	1
20190329	2096	344	35	K	0	0	J	J	1	1	N	0
20190329	2096	5	67	K	0	0	J	J	1	1	N	0
20190430	2096	5	67	K	0	0	J	J	1	1	N	0
20190430	2096	8	63	M	0	0	J	J	1	1	N	1
20190329	2096	8	63	M	0	0	J	J	1	1	N	1
20190329	2096	13	57	M	0	0	J	J	1	1	N	0
20190430	2096	13	57	M	0	0	J	J	1	1	N	0
20190430	2096	15	55	M	0	0	J	J	1	0	N	0
20190329	2096	15	55	M	0	0	J	J	1	0	N	0
20190329	2096	18	54	K	0	0	N	J	1	1	N	1
20190430	2096	18	54	K	0	0	N	J	1	1	N	1
20190430	2096	22	49	K	0	0	J	J	1	0	N	1
20190329	2096	22	49	K	0	0	J	J	1	0	N	1
20190329	2096	32	39	K	0	0	J	J	1	1	N	1
20190430	2096	32	39	K	0	0	J	J	1	1	N	1
20190430	2096	41	29	M	0	0	J	J	1	1	N	1
20190329	2096	41	29	M	0	0	J	J	1	1	N	1
20190329	2096	59	69	M	0	0	J	J	1	1	N	0
20190430	2096	59	69	M	0	0	J	J	1	1	N	0
20190430	2096	61	68	M	0	0	J	J	1	1	N	1
20190329	2096	61	68	M	0	0	J	J	1	1	N	1
20190329	2096	63	63	K	0	0	J	J	1	1	N	0
20190430	2096	63	63	K	0	0	J	J	1	1	N	0
20190430	2096	75	52	M	0	0	J	J	1	1	N	0
20190329	2096	75	52	M	0	0	J	J	1	1	N	0
20190329	2096	81	47	M	0	0	J	J	1	1	N	0
20190430	2096	81	47	M	0	0	J	J	1	1	N	0
20190430	2096	95	30	K	0	0	N	J	1	1	N	0
20190329	2096	95	30	K	0	0	N	J	1	1	N	0
20190329	2096	100	24	K	0	0	J	J	0	0	N	0
20190430	2096	100	24	K	0	0	J	J	1	1	N	0
20190430	2096	106	12	M	0	0	J	J	0	0	N	0
20190329	2096	106	12	M	0	0	J	J	0	0	N	0
20190329	2096	109	4	M	0	0	J	J	0	0	N	0
20190430	2096	109	4	M	0	0	J	J	0	0	N	0
20190430	2096	131	63	K	0	0	J	J	1	1	N	0
20190329	2096	131	63	K	0	0	J	J	1	1	N	0
20190329	2096	135	58	K	0	0	J	J	1	1	N	1
20190430	2096	135	58	K	0	0	J	J	1	1	N	1
20190430	2096	137	57	M	0	0	N	J	1	1	N	1
20190329	2096	137	57	M	0	0	N	J	1	1	N	1
20190329	2096	139	55	K	0	0	J	J	1	1	N	1
20190430	2096	139	55	K	0	0	J	J	1	1	N	1
20190430	2096	149	48	K	0	0	J	J	1	1	N	1
20190329	2096	149	48	K	0	0	J	J	1	1	N	1
20190329	2096	153	45	M	0	0	J	J	1	1	N	1
20190430	2096	153	45	M	0	0	J	J	1	1	N	1
20190430	2096	168	31	K	0	0	J	J	1	1	N	1
20190329	2096	168	31	K	0	0	J	J	1	1	N	1
20190329	2096	182	91	K	0	0	J	J	0	0	N	0
20190430	2096	182	91	K	0	0	J	J	0	0	N	0
20190430	2096	186	75	K	0	0	J	J	0	0	N	0
20190329	2096	186	75	K	0	0	J	J	0	0	N	0
20190329	2096	187	73	K	0	0	J	J	1	1	N	1
20190430	2096	187	73	K	0	0	J	J	1	1	N	1
20190430	2096	191	69	M	0	0	J	J	0	0	N	1
20190329	2096	191	69	M	0	0	J	J	0	0	N	1
20190329	2096	202	61	K	0	0	J	J	0	1	N	0
20190430	2096	202	61	K	0	0	J	J	0	1	N	0
20190430	2096	212	55	K	0	0	J	J	1	1	N	1
20190329	2096	212	55	K	0	0	J	J	1	1	N	1
20190329	2096	214	53	M	0	0	J	J	1	1	N	1
20190430	2096	214	53	M	0	0	J	J	1	1	N	1
20190430	2096	218	49	M	0	0	J	J	1	1	N	0
20190329	2096	218	49	M	0	0	J	J	1	1	N	0
20190329	2096	220	47	M	0	0	N	J	1	1	N	0
20190430	2096	220	47	M	0	0	N	J	1	1	N	0
20190430	2096	224	40	M	0	0	J	J	0	1	N	1
20190329	2096	224	40	M	0	0	J	J	0	1	N	1
20190329	2096	231	23	M	0	0	J	J	0	0	N	0
20190430	2096	231	23	M	0	0	J	J	0	0	N	0
20190430	2096	236	16	K	0	0	J	J	0	0	N	0
20190329	2096	236	15	K	0	0	J	J	0	0	N	0
20190329	2096	6	64	M	0	0	J	J	1	1	N	1
20190430	2096	6	64	M	0	0	J	J	1	1	N	1
20190430	2096	9	62	K	0	0	J	J	1	1	N	0
20190329	2096	9	62	K	0	0	J	J	1	1	N	0
20190329	2096	28	43	M	0	0	J	J	1	1	N	1
20190430	2096	28	43	M	0	0	J	J	1	1	N	1
20190430	2096	30	42	M	0	0	J	J	1	1	N	1
20190329	2096	30	42	M	0	0	J	J	1	1	N	1
20190329	2096	36	34	M	0	0	J	J	1	1	N	1
20190430	2096	36	34	M	0	0	J	J	1	1	N	1
20190430	2096	39	33	K	0	0	J	J	1	1	N	1
20190329	2096	39	33	K	0	0	J	J	1	1	N	1
20190329	2096	62	63	K	0	0	J	J	1	1	N	1
20190430	2096	62	63	K	0	0	J	J	1	1	N	1
20190430	2096	65	61	K	0	0	J	J	0	1	N	1
20190329	2096	65	61	K	0	0	J	J	0	1	N	1
20190329	2096	85	38	M	0	0	J	J	1	1	N	0
20190430	2096	85	38	M	0	0	J	J	1	1	N	0
20190430	2096	93	32	M	0	0	J	J	1	1	N	1
20190329	2096	93	32	M	0	0	J	J	1	1	N	1
20190329	2096	97	27	K	0	0	J	J	1	1	N	0
20190430	2096	97	27	K	0	0	J	J	1	1	N	0
20190430	2096	117	83	K	0	0	J	J	0	1	N	0
20190329	2096	117	83	K	0	0	J	J	0	1	N	0
20190329	2096	123	74	K	0	0	J	J	0	1	N	0
20190430	2096	123	74	K	0	0	J	J	0	1	N	0
20190430	2096	130	65	K	0	0	J	J	1	1	N	1
20190329	2096	130	65	K	0	0	J	J	1	1	N	1
20190329	2096	155	43	M	0	0	J	J	1	1	N	1
20190430	2096	155	43	M	0	0	J	J	1	1	N	1
20190430	2096	161	38	M	0	0	J	J	1	1	N	0
20190329	2096	161	38	M	0	0	J	J	1	1	N	0
20190329	2096	164	37	K	0	0	J	J	1	1	N	0
20190430	2096	164	37	K	0	0	J	J	1	1	N	0
20190430	2096	165	36	K	0	0	J	J	1	1	N	1
20190329	2096	165	36	K	0	0	J	J	1	1	N	1
20190329	2096	171	30	K	0	0	J	J	1	1	N	0
20190430	2096	171	30	K	0	0	J	J	1	1	N	0
20190430	2096	176	27	K	0	0	J	J	1	1	N	1
20190329	2096	176	27	K	0	0	J	J	1	1	N	1
20190329	2096	177	27	M	0	0	N	J	1	1	N	0
20190430	2096	177	27	M	0	0	N	J	1	1	N	0
20190430	2096	180	15	M	0	0	J	J	1	1	N	1
20190329	2096	180	15	M	0	0	J	J	1	1	N	1
20190329	2096	197	66	M	0	0	J	J	0	0	N	1
