TID_ID	BK_SB1_SELSKAP_ID	KUNDE_ID	INSKUDD	UTLAN	LANGTIDSOVERVAKET_FLG	PURRING_ANTALL_12MND	LO_MEDLEM_FLG	FAM_VOKSNE_ANT	FAM_BARN_ANT	ANT_INNLOGGINGER_MOBILBANK	ANT_INNLOGGINGER_NETTBANK	LONNSOMHET_PER_MND
20190329	2096	10713	299	0	0	NULL	1	2	0	NULL	NULL	369
20190430	2096	1301	136	152	0	NULL	1	NULL	NULL	16	0	516
20190329	2096	14868	187	0	0	NULL	0	2	0	0	6	413
20190329	2096	11471	1	0	0	NULL	0	1	1	NULL	NULL	2
20190430	2096	20293	9	1337	0	NULL	1	2	0	43	2	1237
20190329	2096	2650	2	2160	0	0	0	2	2	53	0	1195
20190329	2096	17187	33	659	0	NULL	0	NULL	NULL	0	4	1330
20190430	2096	5679	62	1631	0	0	1	1	2	32	0	418
20190430	2096	17019	22	0	0	0	0	2	0	49	0	126
20190329	2096	19607	503	0	0	NULL	0	NULL	NULL	132	0	903
20190430	2096	6924	380	0	0	NULL	0	2	0	0	1	599
20190329	2096	9701	19	2341	0	NULL	0	2	0	0	7	2598
20190430	2096	15776	7	0	0	NULL	0	2	2	NULL	NULL	8
20190329	2096	19334	354	0	0	NULL	0	2	2	17	0	355
20190329	2096	7040	1301	0	0	NULL	0	NULL	NULL	NULL	NULL	1581
20190329	2096	7249	13	0	0	NULL	0	NULL	NULL	165	0	249
20190430	2096	14221	1566	0	0	NULL	0	NULL	NULL	0	19	1160
20190430	2096	5415	1745	0	0	NULL	1	2	0	0	0	1939
20190329	2096	7951	40	1387	0	5	0	2	2	6	2	1508
20190430	2096	10995	9	0	0	NULL	0	NULL	NULL	0	0	153
20190430	2096	6432	7	201	0	1	1	2	2	37	3	1301
20190329	2096	14237	49	205	0	0	0	2	2	0	1	1024
20190329	2096	2897	76	1212	0	NULL	0	NULL	NULL	35	3	1753
20190329	2096	11447	83	0	0	NULL	0	2	0	1	3	373
20190430	2096	12363	36	0	0	NULL	0	2	1	NULL	NULL	37
20190430	2096	12162	2225	0	0	NULL	0	2	0	0	19	2967
20190430	2096	5680	0	486	1	0	0	NULL	NULL	13	0	1106
20190329	2096	14646	290	0	0	NULL	0	NULL	NULL	133	1	248
20190430	2096	16761	233	0	0	NULL	0	2	0	0	1	424
20190430	2096	8569	90	1434	0	0	1	2	0	0	2	1431
20190430	2096	13364	140	2093	0	2	0	2	0	0	13	1659
20190329	2096	7812	68	0	0	NULL	0	2	2	NULL	NULL	67
20190430	2096	7915	78	0	0	NULL	0	2	0	12	1	-68
20190329	2096	14134	93	982	0	NULL	0	NULL	NULL	6	1	717
20190329	2096	1807	44	0	0	NULL	0	2	2	12	0	43
20190430	2096	18398	59	0	0	NULL	0	NULL	NULL	NULL	NULL	104
20190430	2096	13925	15	0	0	NULL	0	NULL	NULL	45	0	177
20190329	2096	17423	449	0	0	NULL	1	2	0	48	3	938
20190329	2096	9392	16	0	0	NULL	0	2	1	36	0	186
20190430	2096	3207	12	0	0	NULL	0	2	2	NULL	NULL	18
20190329	2096	11470	32	0	0	NULL	0	2	1	NULL	NULL	32
20190430	2096	12906	70	0	0	NULL	0	NULL	NULL	34	6	-38
20190430	2096	276	40	4559	0	NULL	0	NULL	NULL	10	0	4345
20190430	2096	963	147	0	0	NULL	0	NULL	NULL	NULL	NULL	319
20190329	2096	19773	404	270	0	NULL	0	NULL	NULL	13	5	169
20190329	2096	14331	58	2509	0	NULL	0	2	0	0	14	1607
20190430	2096	10432	1697	0	0	NULL	0	NULL	NULL	NULL	NULL	2064
20190430	2096	1478	34	0	0	NULL	0	NULL	NULL	NULL	NULL	80
20190430	2096	5494	45	0	0	NULL	1	2	3	19	1	113
20190329	2096	5184	66	1554	0	NULL	1	NULL	NULL	10	3	487
20190430	2096	3185	355	0	0	NULL	1	2	0	0	0	655
20190329	2096	2070	98	0	0	NULL	0	2	1	0	0	72
20190430	2096	19185	711	0	0	NULL	0	2	2	21	1	1246
20190329	2096	11240	3	0	0	NULL	0	2	0	27	0	346
20190430	2096	13655	12	0	0	NULL	0	2	2	NULL	NULL	0
20190329	2096	9424	17	0	0	NULL	0	2	0	0	4	53
20190430	2096	14749	135	948	0	NULL	0	2	0	14	1	2413
20190329	2096	19941	344	0	0	NULL	0	NULL	NULL	NULL	NULL	495
20190329	2096	254	1519	0	0	NULL	0	NULL	NULL	NULL	NULL	2750
20190430	2096	3890	21	180	0	NULL	0	2	0	0	5	413
20190329	2096	9534	1680	0	0	NULL	0	2	0	0	5	2190
20190329	2096	11468	339	476	0	NULL	0	NULL	NULL	46	0	551
20190329	2096	19790	422	0	0	NULL	1	2	1	20	0	539
20190329	2096	14059	5	0	0	NULL	0	2	4	1	0	34
20190430	2096	8772	7	0	0	NULL	1	NULL	NULL	25	2	13
20190329	2096	15984	5	0	0	NULL	0	2	0	2	0	11
20190430	2096	16957	65	0	0	NULL	0	2	2	0	0	66
20190430	2096	2022	399	226	0	NULL	1	NULL	NULL	NULL	NULL	783
20190329	2096	2034	187	172	0	NULL	1	NULL	NULL	2	3	579
20190329	2096	5124	243	0	0	NULL	0	NULL	NULL	0	0	-312
20190329	2096	1739	51	0	0	0	1	2	1	10	3	1026
20190430	2096	4989	9	1740	0	0	0	1	2	118	0	690
20190430	2096	17545	9	0	0	NULL	1	NULL	NULL	NULL	NULL	10
20190430	2096	5501	310	0	0	NULL	0	2	0	28	0	780
20190329	2096	11782	136	0	0	NULL	1	2	0	18	1	316
20190329	2096	11778	4	0	0	NULL	0	2	0	0	4	165
20190329	2096	14969	288	0	0	NULL	0	2	2	16	0	282
20190329	2096	14999	390	0	0	NULL	0	2	0	0	6	867
20190329	2096	9409	NULL	NULL	0	NULL	0	NULL	NULL	NULL	NULL	23
20190329	2096	1140	602	514	0	NULL	0	NULL	NULL	23	1	1540
20190430	2096	986	0	0	0	NULL	0	NULL	NULL	0	1	1
20190430	2096	15780	96	0	0	NULL	0	2	0	NULL	NULL	280
20190329	2096	6151	0	0	0	NULL	0	1	1	NULL	NULL	1
20190329	2096	4805	767	666	0	NULL	0	NULL	NULL	9	2	2529
20190329	2096	20186	NULL	NULL	0	NULL	0	2	0	NULL	NULL	0
20190430	2096	4499	0	0	0	NULL	0	NULL	NULL	NULL	NULL	0
20190430	2096	9818	1	0	0	NULL	0	NULL	NULL	NULL	NULL	112
20190329	2096	11350	12	0	0	NULL	0	2	1	0	2	119
20190329	2096	3809	90	0	0	0	0	NULL	NULL	27	0	73
20190329	2096	14090	59	0	0	NULL	0	2	2	NULL	NULL	39
20190329	2096	17028	2	0	0	NULL	0	NULL	NULL	32	0	14
20190329	2096	9115	96	5197	0	NULL	0	2	0	61	1	1067
20190329	2096	4930	0	0	0	NULL	0	NULL	NULL	0	0	0
20190430	2096	12146	32	0	0	NULL	0	2	1	NULL	NULL	33
20190329	2096	8028	0	0	0	NULL	1	NULL	NULL	0	0	0
20190430	2096	2681	184	0	0	NULL	0	2	0	0	3	349
20190329	2096	15443	0	0	0	NULL	0	NULL	NULL	0	4	0
20190329	2096	15680	0	1237	0	3	1	NULL	NULL	0	7	2637
20190329	2096	10166	0	0	0	NULL	0	1	1	NULL	NULL	0
20190430	2096	12942	4	1475	0	NULL	1	1	1	96	0	1573
20190430	2096	7034	45	0	0	NULL	0	2	2	NULL	NULL	47
20190329	2096	1859	131	0	0	NULL	0	NULL	NULL	0	1	35
20190329	2096	18778	2	0	0	NULL	0	NULL	NULL	243	0	21
20190430	2096	8896	0	0	0	1	0	NULL	NULL	64	0	54
20190430	2096	15270	383	0	0	NULL	0	2	0	NULL	NULL	711
20190329	2096	978	7	1499	0	1	0	2	0	0	14	2124
20190430	2096	11268	2560	0	0	NULL	0	NULL	NULL	0	3	1763
20190329	2096	11266	0	624	0	3	0	NULL	NULL	0	2	1212
20190430	2096	7808	131	0	0	NULL	0	NULL	NULL	30	1	169
20190329	2096	15277	247	129	0	NULL	1	2	0	3	0	774
20190329	2096	9969	21	0	0	NULL	0	NULL	NULL	13	0	252
20190430	2096	2360	15	0	0	NULL	0	2	2	0	0	27
20190329	2096	4948	23	274	0	NULL	0	NULL	NULL	0	0	1222
20190329	2096	18323	7	0	0	NULL	1	NULL	NULL	33	0	23
20190329	2096	10844	1	573	0	7	1	2	3	38	0	871
20190329	2096	17306	23	1222	0	NULL	0	NULL	NULL	20	45	1375
20190329	2096	19923	227	0	0	NULL	0	2	2	56	1	322
20190329	2096	17101	125	0	0	NULL	0	NULL	NULL	NULL	NULL	218
20190430	2096	1685	0	64	0	NULL	1	2	0	35	5	900
20190430	2096	20816	196	0	0	NULL	0	NULL	NULL	NULL	NULL	312
20190430	2096	5546	83	11	0	NULL	0	NULL	NULL	8	0	233
20190430	2096	336	138	4966	0	NULL	0	2	0	14	0	4033
20190430	2096	5416	141	0	0	NULL	1	NULL	NULL	0	5	197
20190430	2096	4729	117	0	0	NULL	0	NULL	NULL	0	0	-120
20190430	2096	744	66	0	0	NULL	0	NULL	NULL	NULL	NULL	395
20190329	2096	7275	10	562	0	2	0	NULL	NULL	13	0	915
20190329	2096	8595	10	0	0	NULL	0	2	3	NULL	NULL	10
20190430	2096	9863	69	0	0	NULL	0	NULL	NULL	19	0	99
20190329	2096	14636	0	0	0	NULL	0	NULL	NULL	0	0	0
20190430	2096	12980	185	0	0	NULL	0	NULL	NULL	1	0	57
20190329	2096	1071	253	1004	0	NULL	1	2	0	0	16	1531
20190430	2096	4431	14	1141	0	0	1	2	0	6	1	3116
20190430	2096	4458	270	1552	0	NULL	1	NULL	NULL	10	2	675
20190329	2096	6752	118	1809	0	NULL	0	2	0	0	6	1647
20190329	2096	13710	61	0	0	NULL	0	NULL	NULL	16	0	84
20190329	2096	18373	32	1044	0	NULL	0	2	2	5	0	1814
20190430	2096	19228	184	0	0	NULL	0	2	0	7	3	295
20190430	2096	3093	24	0	0	NULL	0	NULL	NULL	0	0	39
20190430	2096	11815	4	0	0	NULL	0	2	2	NULL	NULL	5
20190329	2096	12142	37	0	0	NULL	0	NULL	NULL	0	0	85
20190430	2096	12002	0	221	0	2	1	NULL	NULL	NULL	NULL	398
20190329	2096	7909	484	2139	0	NULL	0	NULL	NULL	44	0	686
20190430	2096	13567	4	0	0	1	0	NULL	NULL	47	3	321
20190329	2096	5707	344	334	0	NULL	0	2	0	0	0	1395
20190430	2096	11381	883	0	0	NULL	1	2	0	68	0	1413
20190329	2096	6998	0	0	0	NULL	0	NULL	NULL	0	0	25
20190329	2096	10580	0	0	0	NULL	0	2	1	0	17	25
20190329	2096	14293	44	3156	0	0	1	2	0	8	10	4489
20190329	2096	7704	7	0	0	NULL	0	2	0	0	2	20
20190430	2096	10047	17	0	0	NULL	1	NULL	NULL	NULL	NULL	18
20190329	2096	232	192	0	0	NULL	0	NULL	NULL	57	2	-58
20190430	2096	16693	4	0	0	NULL	0	NULL	NULL	159	5	137
20190329	2096	434	0	0	0	NULL	0	NULL	NULL	0	15	10
20190430	2096	17017	244	0	0	NULL	0	2	1	0	8	80
20190430	2096	15456	0	0	0	NULL	0	NULL	NULL	8	0	28
20190430	2096	1132	41	859	0	NULL	0	1	1	0	10	751
20190329	2096	18415	0	0	0	NULL	0	NULL	NULL	0	0	14
20190329	2096	13599	2309	0	0	NULL	1	2	0	NULL	NULL	2738
20190329	2096	16652	649	0	0	NULL	1	NULL	NULL	0	4	903
20190329	2096	5803	62	0	0	NULL	0	2	1	37	0	61
20190329	2096	13732	27	2255	0	NULL	0	2	0	3	1	805
20190430	2096	4413	9	0	0	NULL	0	2	1	NULL	NULL	9
20190329	2096	4081	56	0	0	NULL	0	NULL	NULL	0	0	104
20190329	2096	8596	254	0	0	NULL	1	NULL	NULL	0	1	563
20190329	2096	17354	100	2349	0	0	0	2	0	0	5	2291
20190329	2096	10240	10	0	0	0	0	2	2	11	0	74
20190430	2096	930	66	1196	0	0	0	2	1	14	26	966
20190430	2096	16333	11	2783	0	2	0	2	3	12	1	3920
20190430	2096	7814	65	0	0	NULL	0	2	2	NULL	NULL	67
20190430	2096	7317	15	0	0	NULL	0	2	2	NULL	NULL	15
20190329	2096	20880	0	0	0	NULL	0	NULL	NULL	NULL	NULL	1
20190329	2096	10313	25	3257	0	NULL	0	2	0	0	0	2980
20190430	2096	10915	59	1580	0	NULL	1	2	0	23	2	1198
20190329	2096	12811	423	0	0	0	0	2	0	0	3	717
20190329	2096	7940	94	3693	0	NULL	1	2	0	8	6	1851
20190430	2096	15484	5	11786	0	NULL	0	NULL	NULL	0	31	5793
20190430	2096	11723	0	51	0	0	1	2	1	0	12	541
20190430	2096	17771	41	0	0	NULL	0	NULL	NULL	17	1	100
20190329	2096	14018	41	779	0	0	1	2	0	0	7	2338
20190430	2096	10872	0	0	0	NULL	0	NULL	NULL	0	0	0
20190329	2096	11857	0	31	0	1	0	NULL	NULL	49	2	475
20190329	2096	17549	57	0	0	NULL	0	NULL	NULL	1	0	87
20190329	2096	5027	432	0	0	NULL	1	2	0	0	19	380
20190430	2096	13900	1616	0	0	NULL	0	NULL	NULL	0	7	2982
20190329	2096	8866	0	0	0	NULL	0	2	0	120	0	203
20190430	2096	17624	17	0	0	NULL	1	NULL	NULL	0	1	62
20190430	2096	18422	89	1972	0	0	0	NULL	NULL	0	6	701
20190430	2096	6945	0	0	0	NULL	0	NULL	NULL	0	0	0
20190430	2096	1167	5	0	0	NULL	0	NULL	NULL	23	2	95
20190329	2096	17642	5	0	0	NULL	0	NULL	NULL	118	0	1455
20190430	2096	7568	19	0	0	NULL	0	NULL	NULL	11	0	104
20190430	2096	15215	0	0	0	NULL	0	NULL	NULL	NULL	NULL	0
20190329	2096	15867	NULL	NULL	0	NULL	0	NULL	NULL	1	65	21
20190430	2096	9926	13	0	0	NULL	0	2	2	NULL	NULL	12
20190430	2096	1942	45	5125	0	NULL	0	2	3	0	13	7713
20190430	2096	18061	0	640	0	0	0	2	0	NULL	NULL	1089
20190430	2096	18093	296	0	0	NULL	0	2	0	0	4	61
20190430	2096	12822	15	0	0	NULL	0	NULL	NULL	27	0	26
20190430	2096	5820	112	0	0	NULL	1	2	0	13	0	143
20190430	2096	6648	67	1705	0	NULL	0	2	0	3	7	2852
20190430	2096	2846	760	0	0	NULL	0	NULL	NULL	NULL	NULL	979
20190430	2096	6600	12	3483	0	NULL	0	NULL	NULL	11	1	2200
20190430	2096	46	163	0	0	NULL	0	NULL	NULL	18	0	156
20190430	2096	4366	141	0	0	NULL	0	NULL	NULL	NULL	NULL	254
20190329	2096	13513	0	0	0	0	1	2	0	0	1	265
20190430	2096	19014	0	0	0	NULL	0	NULL	NULL	32	1	251
20190329	2096	10236	17	115	0	NULL	0	NULL	NULL	0	1	1046
20190329	2096	18192	15	1284	0	NULL	1	NULL	NULL	23	5	1178
20190430	2096	11899	35	1073	0	NULL	0	1	2	30	2	907
20190430	2096	2689	5	1353	0	NULL	0	2	1	78	0	1698
20190430	2096	7389	275	0	0	NULL	1	2	0	12	2	342
20190430	2096	12944	10	0	0	NULL	0	NULL	NULL	NULL	NULL	18
20190329	2096	13149	0	0	0	NULL	0	NULL	NULL	NULL	NULL	0
20190430	2096	2506	33	0	0	NULL	1	NULL	NULL	NULL	NULL	55
20190329	2096	15134	419	3273	0	NULL	0	2	0	18	0	412
20190430	2096	13251	37	26	0	4	0	2	0	7	10	508
20190329	2096	4855	8	483	0	1	0	NULL	NULL	0	27	1834
20190329	2096	1607	21	0	0	NULL	0	NULL	NULL	0	5	75
20190329	2096	20050	3962	0	0	NULL	0	2	0	0	2	4695
20190430	2096	5798	28	0	0	NULL	1	NULL	NULL	28	0	-19
20190329	2096	7262	674	0	0	NULL	0	NULL	NULL	NULL	NULL	1354
20190430	2096	1013	280	3	0	NULL	0	NULL	NULL	12	4	591
20190430	2096	2042	0	0	0	NULL	0	NULL	NULL	NULL	NULL	0
20190430	2096	7682	0	1	0	NULL	1	2	3	35	5	481
20190329	2096	4866	682	0	0	NULL	1	NULL	NULL	0	3	951
20190430	2096	7920	53	0	0	NULL	0	NULL	NULL	170	0	151
20190329	2096	6639	0	0	0	NULL	0	NULL	NULL	0	0	275
20190430	2096	4053	3	0	0	NULL	0	NULL	NULL	NULL	NULL	5
20190430	2096	8863	0	0	0	NULL	0	NULL	NULL	NULL	NULL	0
20190430	2096	5419	1269	0	0	NULL	0	2	0	NULL	NULL	1058
20190430	2096	10281	3	5	0	NULL	0	2	0	1	8	49
20190430	2096	7477	0	0	0	0	1	2	0	20	0	69
20190430	2096	1449	26	1616	0	0	0	1	1	28	7	1308
20190329	2096	9704	46	0	0	NULL	0	NULL	NULL	0	2	132
20190430	2096	15612	15	1313	0	4	0	NULL	NULL	6	0	3538
20190430	2096	4324	535	0	0	NULL	0	2	0	21	0	1599
20190329	2096	7128	243	0	0	NULL	1	2	0	0	0	432
20190430	2096	4321	277	0	0	0	1	2	0	6	0	490
20190329	2096	4240	152	0	0	NULL	0	NULL	NULL	18	0	42
20190430	2096	5917	149	0	0	NULL	0	2	3	NULL	NULL	153
20190329	2096	18384	309	1562	0	0	0	2	1	11	3	601
20190329	2096	10977	74	4480	0	0	1	2	2	12	0	15083
20190329	2096	15946	278	0	0	NULL	1	2	0	12	0	466
20190329	2096	12456	1608	0	0	NULL	0	2	1	0	2	1422
20190329	2096	18949	8	152	0	1	0	2	0	41	10	1227
20190430	2096	12480	64	0	0	NULL	1	2	0	0	3	113
20190329	2096	15562	39	0	0	1	0	2	1	33	1	209
20190430	2096	20745	0	0	0	NULL	0	NULL	NULL	NULL	NULL	0
20190430	2096	7233	424	1934	0	0	0	2	2	36	4	2976
20190329	2096	13725	6	0	0	NULL	1	NULL	NULL	38	1	69
20190329	2096	12219	905	0	0	NULL	0	NULL	NULL	0	3	566
20190329	2096	15660	751	116	0	NULL	1	2	0	0	0	1103
20190329	2096	17229	23	6786	0	0	0	NULL	NULL	17	4	5469
20190329	2096	2851	1463	0	0	NULL	0	2	0	2	0	1399
20190430	2096	12870	3	0	0	NULL	0	2	0	0	3	404
20190430	2096	2047	13	2622	0	NULL	0	2	2	31	0	1763
20190430	2096	8005	0	0	0	NULL	0	NULL	NULL	177	2	156
20190430	2096	20107	40	0	0	NULL	1	NULL	NULL	49	0	73
20190430	2096	5682	1	0	0	NULL	1	NULL	NULL	0	3	11
20190430	2096	16551	122	0	0	NULL	0	NULL	NULL	9	15	241
20190430	2096	15127	0	0	0	NULL	0	2	0	2	0	0
20190430	2096	10186	14	6483	0	2	0	2	1	0	14	2897
20190329	2096	13676	5	0	0	NULL	0	NULL	NULL	NULL	NULL	9
20190430	2096	10324	502	0	0	NULL	0	NULL	NULL	10	1	754
20190329	2096	432	0	0	0	NULL	0	NULL	NULL	48	0	14
20190430	2096	20742	0	0	0	NULL	0	NULL	NULL	0	0	0
20190430	2096	13244	1	0	0	NULL	0	2	0	NULL	NULL	28
20190430	2096	10566	283	410	0	NULL	1	2	0	81	6	600
20190329	2096	18244	18	2365	0	NULL	0	2	1	35	1	1018
20190430	2096	5886	72	1653	0	0	0	2	1	14	1	802
20190430	2096	13721	22	0	0	NULL	0	NULL	NULL	0	0	118
20190329	2096	19594	0	0	0	NULL	0	2	3	NULL	NULL	0
20190430	2096	19018	22	0	0	NULL	0	2	0	7	2	12
20190430	2096	5940	15	613	0	NULL	1	2	1	0	5	865
20190430	2096	1246	297	2184	0	NULL	0	NULL	NULL	64	0	1124
20190430	2096	1352	357	0	0	NULL	0	2	2	33	2	544
20190329	2096	8730	198	0	0	NULL	0	2	0	0	14	343
20190329	2096	20459	35	0	0	NULL	0	NULL	NULL	101	0	-14
20190430	2096	20132	946	0	0	NULL	0	2	0	0	11	1061
20190430	2096	4553	342	0	0	NULL	0	NULL	NULL	15	0	693
20190329	2096	16698	13	0	0	NULL	0	NULL	NULL	NULL	NULL	-3
20190430	2096	7527	84	0	0	NULL	0	NULL	NULL	6	0	68
20190329	2096	2316	149	1489	0	NULL	0	2	0	13	2	1260
20190430	2096	1956	26	0	0	0	0	2	2	34	0	242
20190430	2096	8624	124	1879	0	NULL	0	NULL	NULL	0	1	1159
20190329	2096	12607	3	0	0	0	0	2	0	2	15	138
20190329	2096	20511	0	0	0	NULL	0	NULL	NULL	0	0	0
20190329	2096	9066	9	0	0	NULL	0	NULL	NULL	NULL	NULL	9
20190430	2096	16016	497	0	0	NULL	1	2	0	0	2	471
20190430	2096	4236	0	0	0	NULL	0	NULL	NULL	NULL	NULL	0
20190430	2096	11330	3	0	0	0	0	2	2	0	1	474
20190329	2096	18018	2	0	0	NULL	0	2	0	3	1	129
20190430	2096	14993	149	0	0	NULL	1	NULL	NULL	0	3	180
20190430	2096	9770	53	1800	0	NULL	1	NULL	NULL	1	9	855
20190430	2096	3903	64	0	0	NULL	1	NULL	NULL	25	2	100
20190430	2096	8855	12	0	0	NULL	0	2	2	NULL	NULL	13
20190329	2096	20147	490	4437	0	NULL	0	2	0	0	3	9976
20190430	2096	3290	145	1088	0	0	0	2	0	0	17	798
20190430	2096	108	9	0	0	NULL	0	2	2	NULL	NULL	10
20190329	2096	8467	453	0	0	NULL	0	NULL	NULL	0	0	649
20190329	2096	19171	118	0	0	NULL	0	2	0	0	4	263
20190430	2096	10179	4	0	0	NULL	0	NULL	NULL	0	1	62
20190329	2096	18963	687	0	0	NULL	0	2	0	0	7	1382
20190329	2096	10277	242	0	0	NULL	1	NULL	NULL	0	2	720
20190430	2096	1433	265	0	0	NULL	0	NULL	NULL	NULL	NULL	529
20190430	2096	15967	8	0	0	NULL	0	2	1	0	10	544
20190430	2096	9382	56	0	0	NULL	1	2	0	17	0	86
20190329	2096	16861	24	905	0	0	0	NULL	NULL	0	4	1345
20190430	2096	2397	41	1042	0	NULL	0	2	1	21	0	1302
20190329	2096	8369	80	485	0	NULL	1	2	0	0	0	1095
20190329	2096	3121	423	0	0	NULL	0	2	0	0	3	631
20190430	2096	1607	7	0	0	NULL	0	NULL	NULL	0	8	94
20190430	2096	13838	6	9	0	NULL	0	NULL	NULL	0	8	131
20190329	2096	11340	3136	0	0	NULL	0	2	0	0	1	3762
20190430	2096	17268	81	0	0	NULL	1	2	3	15	0	85
20190329	2096	12944	10	0	0	NULL	0	NULL	NULL	NULL	NULL	18
20190430	2096	20819	0	0	0	NULL	0	2	0	0	0	0
20190329	2096	9748	1238	0	0	NULL	0	NULL	NULL	NULL	NULL	1156
20190430	2096	6813	287	246	0	NULL	1	2	0	39	1	948
20190329	2096	14221	1577	0	0	NULL	0	NULL	NULL	0	34	1374
20190430	2096	19121	0	0	0	NULL	1	2	0	1	0	146
20190329	2096	9559	87	0	0	NULL	0	2	0	0	3	88
20190430	2096	16110	111	0	0	NULL	1	2	2	68	3	105
20190430	2096	20520	0	0	0	NULL	0	NULL	NULL	NULL	NULL	7
20190329	2096	5798	32	0	0	NULL	1	NULL	NULL	19	0	37
20190430	2096	14276	223	0	0	NULL	0	NULL	NULL	NULL	NULL	359
20190430	2096	16509	213	450	0	NULL	1	NULL	NULL	3	3	1261
20190329	2096	5688	42	0	0	NULL	0	2	4	NULL	NULL	42
20190430	2096	3370	327	0	0	NULL	0	NULL	NULL	0	1	846
20190329	2096	15112	47	0	0	NULL	1	2	0	30	0	156
20190430	2096	19345	39	0	0	NULL	0	2	0	27	0	43
20190430	2096	9759	59	1323	0	NULL	1	2	0	5	1	1178
20190329	2096	18094	57	2209	0	0	0	2	2	23	0	1396
20190329	2096	14776	337	0	0	NULL	0	2	1	7	0	911
20190430	2096	662	1	182	0	0	0	2	2	69	0	1190
20190430	2096	6860	8	0	0	NULL	0	2	2	NULL	NULL	8
20190430	2096	1471	31	0	0	NULL	0	2	1	NULL	NULL	32
20190329	2096	20074	7	0	0	NULL	0	2	2	9	0	43
20190329	2096	7800	15	0	0	NULL	1	NULL	NULL	6	0	4
20190430	2096	129	140	63	0	NULL	0	2	0	6	6	465
20190430	2096	10701	7	0	0	NULL	0	NULL	NULL	14	0	20
20190329	2096	20324	NULL	NULL	0	NULL	0	NULL	NULL	NULL	NULL	0
20190430	2096	12831	207	0	0	NULL	1	2	0	0	5	323
20190329	2096	12145	110	0	0	NULL	0	NULL	NULL	4	0	-120
20190430	2096	9390	85	0	0	NULL	0	2	2	12	3	106
20190430	2096	8465	1	0	0	NULL	0	1	2	NULL	NULL	1
20190430	2096	19451	53	0	0	NULL	0	NULL	NULL	0	0	371
20190430	2096	11641	63	0	0	NULL	1	2	0	14	0	163
20190430	2096	14715	0	0	0	0	0	NULL	NULL	NULL	NULL	39
20190430	2096	8656	2080	0	0	NULL	0	NULL	NULL	NULL	NULL	2505
20190329	2096	18088	17	93	0	NULL	0	NULL	NULL	29	0	353
20190430	2096	5544	11	0	0	NULL	0	NULL	NULL	NULL	NULL	169
20190329	2096	5249	154	0	0	NULL	0	2	0	NULL	NULL	253
20190430	2096	4407	2	3052	0	0	0	2	2	15	7	1846
20190430	2096	11868	91	0	0	NULL	0	2	2	NULL	NULL	94
20190329	2096	9815	416	0	0	NULL	1	2	0	0	2	533
20190430	2096	11216	0	1	0	NULL	0	2	0	NULL	NULL	345
20190430	2096	11936	1067	0	0	NULL	0	NULL	NULL	18	0	1432
20190430	2096	3620	16	0	0	NULL	0	2	2	NULL	NULL	16
20190329	2096	16127	491	0	0	NULL	0	NULL	NULL	0	9	803
20190329	2096	6895	141	1609	0	NULL	0	2	0	33	0	1175
20190430	2096	19019	10	4077	0	NULL	0	2	0	25	0	4983
20190329	2096	12724	326	0	0	NULL	1	NULL	NULL	19	0	355
20190329	2096	15432	NULL	NULL	0	NULL	0	2	1	NULL	NULL	11
20190329	2096	180	36	0	0	NULL	0	2	3	7	0	35
20190430	2096	11625	592	0	0	NULL	1	2	1	18	0	297
20190430	2096	5454	0	0	0	NULL	0	NULL	NULL	84	2	13
20190430	2096	350	0	0	0	NULL	0	NULL	NULL	49	0	103
20190430	2096	16737	6	127	0	NULL	1	2	1	6	2	195
20190329	2096	9333	119	0	0	NULL	1	NULL	NULL	3	22	240
20190430	2096	8575	2	2207	0	0	0	2	0	19	1	1057
20190329	2096	11690	48	0	0	NULL	0	NULL	NULL	33	0	60
20190430	2096	1686	461	0	0	NULL	1	2	2	17	1	620
20190329	2096	9633	331	0	0	NULL	0	NULL	NULL	NULL	NULL	748
20190329	2096	4716	4	907	0	NULL	0	NULL	NULL	16	0	1257
20190430	2096	9199	23	0	0	NULL	0	2	1	NULL	NULL	24
20190430	2096	13343	0	0	0	NULL	0	2	2	NULL	NULL	0
20190329	2096	1922	285	0	0	0	0	2	0	0	17	428
20190329	2096	13458	115	0	0	NULL	1	NULL	NULL	0	6	250
20190329	2096	105	27	0	0	NULL	0	2	3	NULL	NULL	27
20190430	2096	18534	38	0	0	NULL	0	2	0	0	7	231
20190329	2096	13261	NULL	NULL	0	NULL	0	NULL	NULL	NULL	NULL	380
20190329	2096	13678	9	0	0	NULL	0	1	1	0	1	32
20190430	2096	9977	98	770	0	NULL	0	2	2	8	0	599
20190329	2096	12370	1033	0	0	NULL	0	2	0	0	4	1001
20190329	2096	15737	NULL	NULL	0	NULL	0	NULL	NULL	NULL	NULL	44
20190430	2096	431	93	0	0	NULL	0	NULL	NULL	0	1	75
20190329	2096	4309	88	0	0	NULL	0	1	2	NULL	NULL	87
20190329	2096	7419	21	1391	0	NULL	1	NULL	NULL	24	0	1187
20190329	2096	112	381	0	0	NULL	0	NULL	NULL	NULL	NULL	687
20190329	2096	6012	23	0	0	0	0	2	0	24	1	63
20190430	2096	14036	0	0	0	NULL	0	2	3	NULL	NULL	0
20190430	2096	16359	3	0	0	NULL	0	NULL	NULL	0	0	6
20190430	2096	4514	92	748	0	0	0	NULL	NULL	8	0	413
20190329	2096	10412	226	0	0	NULL	1	NULL	NULL	5	0	-51
